C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:7
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30298
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30300
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30303
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30305
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30307
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30311
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30314
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30316
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30319
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30321
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30324
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30326
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30329
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30331
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30334
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30336
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30338
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30342
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30345
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30347
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30350
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30352
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30355
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30357
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30360
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30362
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30365
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30367
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30369
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30373
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30376
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30378
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30381
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30383
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30386
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30388
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30391
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30393
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30396
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30398
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30400
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30404
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30407
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30409
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30412
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30414
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30417
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30419
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30422
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30424
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30427
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30429
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30431
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30435
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30438
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30440
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30443
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30445
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30448
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30450
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30453
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30455
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30458
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30460
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30462
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30466
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30469
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30471
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30474
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30476
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30479
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30481
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30484
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30486
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30489
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30491
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30493
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30497
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30500
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30502
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30505
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30507
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30510
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30512
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30515
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30517
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30520
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30522
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30524
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30528
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30531
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30533
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30536
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30538
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30541
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30543
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30546
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30548
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30551
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30553
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30555
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30559
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30562
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30564
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30567
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30569
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30572
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30574
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30577
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30579
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30582
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30584
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30586
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30590
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30593
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30595
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30598
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30600
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30603
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30605
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30608
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30610
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30613
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30615
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30617
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30621
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30624
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30626
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30629
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30631
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30634
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30636
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30639
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30641
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30644
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30646
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30648
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30652
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30655
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30657
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30660
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30662
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30665
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30667
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30670
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30672
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30675
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30677
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30679
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30683
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30686
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30688
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30691
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30693
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30696
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30698
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30701
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30703
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30706
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30708
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30710
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30714
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30717
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30719
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30722
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30724
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30727
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30729
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30732
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30734
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30737
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30739
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30741
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30745
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30748
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30750
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30753
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30755
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30758
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30760
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30763
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30765
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30768
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30770
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30772
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30776
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30779
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30781
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30784
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30786
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30789
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30791
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30794
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30796
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30799
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30801
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30803
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30807
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30810
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30812
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30815
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30817
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30820
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30822
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30825
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30827
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30830
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30832
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30834
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30838
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30841
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30843
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30846
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30848
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30851
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30853
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30856
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30858
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30861
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30863
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30865
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30869
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30872
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30874
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30877
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30879
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30882
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30884
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30887
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30889
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30892
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30894
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30896
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30900
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30903
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30905
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30908
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30910
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30913
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30915
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30918
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30920
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30923
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30925
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30927
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30931
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30934
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30936
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30939
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30941
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30944
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30946
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30949
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30951
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30954
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30956
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30958
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30962
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30965
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30967
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:30970
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:30972
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:30975
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:30977
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:30980
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:30982
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:30985
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:30987
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:30989
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:30993
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:30996
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:30998
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:31001
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:31003
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:31006
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:31008
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:31011
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:31013
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:31016
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:31018
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:31020
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:31024
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:31027
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:31029
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:31032
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:31034
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:31037
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:31039
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:31042
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:31044
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:31047
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:31049
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:31051
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:31055
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:31058
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:31060
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:31063
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:31065
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:31068
E69C  85 68     STA $68                         A:32 X:05 Y:57 P:65 SP:FC CYC:31070
E69E  A0 57     LDY #$57                        A:32 X:05 Y:57 P:65 SP:FC CYC:31073
E6A0  24 01     BIT $01                         A:32 X:05 Y:57 P:65 SP:FC CYC:31075
E6A2  38        SEC                             A:32 X:05 Y:57 P:E5 SP:FC CYC:31078
E6A3  A9 00     LDA #$00                        A:32 X:05 Y:57 P:E5 SP:FC CYC:31080
E6A5  B7        XXX                             A:00 X:05 Y:57 P:67 SP:FC CYC:31082
E6A6  10 EA     BPL $E692                       A:00 X:05 Y:57 P:67 SP:FC CYC:31086
E692  A9 83     LDA #$83                        A:00 X:05 Y:57 P:67 SP:FC CYC:31089
E694  85 00     STA $00                         A:83 X:05 Y:57 P:E5 SP:FC CYC:31091
E696  A9 87     LDA #$87                        A:83 X:05 Y:57 P:E5 SP:FC CYC:31094
E698  85 67     STA $67                         A:87 X:05 Y:57 P:E5 SP:FC CYC:31096
E69A  A9 32     LDA #$32                        A:87 X:05 Y:57 P:E5 SP:FC CYC:31099
